Date,Open,Last,High,Low,Range,Volume,1Y POC,3Y POC,YTD POC,1WK POC,1M POC
2021/2/19,3917.75,3910.25,3938.25,3897.50,40.75,1427294,0.00,3993.00,0.00,0.00,0.00
2021/2/22,3912.75,3880.75,3921.75,3868.50,53.25,1514278,0.00,3993.00,0.00,0.00,0.00
2021/2/23,3885.25,3885.25,3903.25,3812.00,91.25,2282940,0.00,3993.00,0.00,0.00,0.00
2021/2/24,3883.50,3929.75,3935.00,3859.00,76.00,1944661,0.00,3993.00,0.00,0.00,0.00
2021/2/25,3930.75,3835.25,3941.75,3817.50,124.25,2863387,0.00,3993.00,0.00,0.00,0.00
2021/2/26,3830.50,3816.50,3865.75,3792.25,73.50,3010481,0.00,3993.00,0.00,0.00,0.00
2021/3/1,3824.50,3906.00,3919.25,3819.75,99.50,1692835,0.00,3993.00,0.00,0.00,0.00
2021/3/2,3910.50,3874.75,3913.75,3872.75,41.00,1641396,0.00,3993.00,0.00,0.00,0.00
2021/3/3,3874.75,3824.00,3905.25,3820.25,85.00,2203398,0.00,3993.00,0.00,0.00,0.00
2021/3/4,3825.25,3772.75,3849.50,3727.75,121.75,3192468,0.00,3993.00,0.00,0.00,0.00
2021/3/5,3772.75,3846.25,3857.25,3735.75,121.50,2948117,0.00,3993.00,0.00,0.00,0.00
2021/3/8,3862.00,3826.50,3886.00,3803.50,82.50,2198363,0.00,3993.00,0.00,0.00,0.00
2021/3/9,3838.50,3880.50,3908.50,3833.50,75.00,1704837,0.00,3993.00,0.00,0.00,0.00
2021/3/10,3885.75,3903.75,3923.50,3863.50,60.00,1845205,0.00,3993.00,0.00,0.00,0.00
2021/3/11,3915.00,3944.00,3965.75,3900.25,65.50,1599748,0.00,3993.00,0.00,0.00,0.00
2021/3/12,3944.75,3949.50,3955.25,3917.50,37.75,1596215,0.00,3993.00,0.00,0.00,0.00
2021/3/15,3954.25,3975.00,3977.00,3929.75,47.25,1974366,0.00,3993.00,0.00,0.00,0.00
2021/3/16,3974.50,3969.25,3987.50,3959.50,28.00,1973548,0.00,3993.00,0.00,0.00,0.00
2021/3/17,3974.00,3980.25,3990.25,3941.75,48.50,1941883,0.00,3993.00,0.00,0.00,0.00
2021/3/18,3978.75,3922.75,3995.25,3917.25,78.00,2124392,0.00,3993.00,0.00,0.00,0.00
2021/3/19,3927.50,3916.50,3940.25,3891.75,48.50,2047619,0.00,3993.00,0.00,0.00,0.00
2021/3/22,3910.25,3946.75,3961.25,3901.75,59.50,1325987,0.00,3993.00,0.00,0.00,0.00
2021/3/23,3950.00,3916.50,3955.50,3907.25,48.25,1877976,0.00,3993.00,0.00,0.00,0.00
2021/3/24,3922.50,3897.50,3948.25,3894.25,54.00,2063480,0.00,3993.00,0.00,0.00,0.00
2021/3/25,3899.50,3917.25,3926.25,3860.00,66.25,2279488,0.00,3993.00,0.00,0.00,0.00
2021/3/26,3924.25,3981.50,3984.75,3917.50,67.25,1984060,0.00,3993.00,0.00,0.00,0.00
2021/3/29,3979.00,3975.75,3988.00,3945.50,42.50,2003052,0.00,3993.00,0.00,0.00,0.00
2021/3/30,3982.00,3964.50,3985.25,3950.50,34.75,1590486,0.00,3993.00,0.00,0.00,0.00
2021/3/31,3966.25,3984.25,4000.50,3958.25,42.25,1642169,0.00,3993.00,0.00,0.00,0.00
2021/4/1,3984.25,4026.75,4032.00,3981.25,50.75,1245846,0.00,3993.00,0.00,0.00,0.00
2021/4/5,4046.75,4084.50,4090.50,4037.75,52.75,1250666,0.00,3993.00,0.00,0.00,0.00
2021/4/6,4086.50,4080.75,4092.75,4069.00,23.75,1252163,0.00,3993.00,0.00,0.00,0.00
2021/4/7,4083.75,4086.75,4092.25,4073.25,19.00,1101579,0.00,3993.00,0.00,0.00,0.00
2021/4/8,4091.00,4105.75,4115.25,4089.25,26.00,988346,0.00,3993.00,0.00,0.00,0.00
2021/4/9,4114.75,4136.25,4138.25,4097.75,40.50,1090560,0.00,3993.00,0.00,0.00,0.00
2021/4/12,4131.00,4137.00,4141.25,4121.25,20.00,1089291,0.00,3993.00,0.00,0.00,0.00
2021/4/13,4139.50,4149.50,4156.50,4118.00,38.50,1081282,0.00,3993.00,0.00,0.00,0.00
2021/4/14,4151.50,4134.75,4160.75,4129.75,31.00,1529562,0.00,3993.00,0.00,0.00,0.00
2021/4/15,4140.25,4179.25,4183.25,4136.25,47.00,1277980,0.00,3993.00,0.00,0.00,0.00
2021/4/16,4179.50,4193.00,4200.25,4171.00,29.25,1304078,0.00,3993.00,0.00,0.00,0.00
2021/4/19,4181.75,4172.25,4191.50,4158.50,33.00,1618649,0.00,3993.00,0.00,0.00,0.00
2021/4/20,4173.00,4143.25,4184.00,4127.25,56.75,1700883,0.00,3993.00,0.00,0.00,0.00
2021/4/21,4138.00,4181.50,4184.00,4129.75,54.25,1505474,0.00,3993.00,0.00,0.00,0.00
2021/4/22,4174.25,4144.50,4188.50,4132.00,56.50,1944942,0.00,3993.00,0.00,0.00,0.00
2021/4/23,4145.75,4188.25,4203.50,4144.25,59.25,1509514,0.00,3993.00,0.00,0.00,0.00
2021/4/26,4187.50,4196.25,4202.75,4180.50,22.25,1019731,0.00,3993.00,0.00,0.00,0.00
2021/4/27,4198.25,4195.75,4209.25,4183.50,25.75,992029,0.00,3993.00,0.00,0.00,0.00
2021/4/28,4197.00,4193.00,4210.50,4189.50,21.00,1282972,0.00,3993.00,0.00,0.00,0.00
2021/4/29,4201.50,4220.25,4227.75,4184.75,43.00,1746965,0.00,3993.00,0.00,0.00,0.00
2021/4/30,4217.50,4191.25,4218.25,4184.00,34.25,1898434,0.00,3993.00,0.00,0.00,0.00
2021/5/3,4198.25,4202.50,4219.25,4197.75,21.50,1256240,0.00,3993.00,0.00,0.00,0.00
2021/5/4,4201.00,4175.00,4202.25,4137.25,65.00,2003587,0.00,3993.00,0.00,0.00,0.00
2021/5/5,4175.00,4176.75,4196.75,4169.75,27.00,1418246,0.00,3993.00,0.00,0.00,0.00
2021/5/6,4175.50,4211.00,4214.00,4157.25,56.75,1751616,0.00,3993.00,0.00,0.00,0.00
2021/5/7,4214.25,4242.00,4249.00,4208.50,40.50,1652592,0.00,3993.00,0.00,0.00,0.00
2021/5/10,4243.50,4200.25,4255.00,4188.75,66.25,1662210,0.00,3993.00,0.00,0.00,0.00
2021/5/11,4193.50,4163.00,4202.25,4120.50,81.75,2520859,0.00,3993.00,0.00,0.00,0.00
2021/5/12,4156.75,4075.50,4167.25,4067.75,99.50,2629953,0.00,3993.00,0.00,0.00,0.00
2021/5/13,4070.25,4123.75,4143.50,4046.00,97.50,2381081,0.00,3993.00,0.00,0.00,0.00
2021/5/14,4129.25,4185.75,4195.00,4122.00,73.00,1513171,0.00,3993.00,0.00,0.00,0.00
2021/5/17,4185.75,4174.50,4195.50,4153.25,42.25,1480730,0.00,3993.00,0.00,0.00,0.00
2021/5/18,4175.75,4139.75,4196.25,4128.25,68.00,1285520,0.00,3993.00,0.00,0.00,0.00
2021/5/19,4130.75,4128.25,4139.75,4072.25,67.50,2313119,0.00,3993.00,0.00,0.00,0.00
2021/5/20,4124.50,4171.00,4186.00,4101.25,84.75,1486599,0.00,3993.00,0.00,0.00,0.00
2021/5/21,4169.25,4168.50,4201.75,4163.75,38.00,1466725,0.00,3993.00,0.00,0.00,0.00
2021/5/24,4168.25,4210.50,4223.00,4159.25,63.75,1046500,0.00,3993.00,0.00,0.00,0.00
2021/5/25,4216.00,4202.25,4229.50,4196.00,33.50,1221701,0.00,3993.00,0.00,0.00,0.00
2021/5/26,4204.75,4209.75,4221.00,4197.25,23.75,1051147,0.00,3993.00,0.00,0.00,0.00
2021/5/27,4209.75,4215.75,4228.25,4194.50,33.75,1179928,0.00,3993.00,0.00,0.00,0.00
2021/5/28,4228.00,4219.25,4234.25,4217.75,16.50,1110833,0.00,3993.00,0.00,0.00,0.00
2021/6/1,4223.25,4215.25,4246.75,4206.75,40.00,1366344,0.00,3993.00,0.00,0.00,0.00
2021/6/2,4215.25,4223.00,4231.75,4207.50,24.25,1059938,0.00,3993.00,0.00,0.00,0.00
2021/6/3,4224.75,4208.00,4230.00,4182.00,48.00,1384271,0.00,3993.00,0.00,0.00,0.00
2021/6/4,4207.50,4245.00,4248.75,4193.75,55.00,1051573,0.00,3993.00,0.00,0.00,0.00
2021/6/7,4249.00,4242.25,4249.25,4230.75,18.50,934681,0.00,3993.00,0.00,0.00,0.00
2021/6/8,4244.25,4242.50,4253.50,4222.50,31.00,1305814,0.00,3993.00,0.00,0.00,0.00
2021/6/9,4242.25,4235.25,4251.75,4233.75,18.00,1057216,0.00,3993.00,0.00,0.00,0.00
2021/6/10,4239.00,4254.75,4265.75,4223.75,42.00,1563728,0.00,3993.00,0.00,0.00,0.00
2021/6/11,4256.00,4262.50,4264.50,4247.50,17.00,1289533,0.00,3993.00,0.00,0.00,0.00
2021/6/14,4264.50,4271.75,4274.50,4250.50,24.00,1714445,0.00,3993.00,0.00,0.00,0.00
2021/6/15,4272.25,4262.50,4284.25,4254.25,30.00,1671493,0.00,3993.00,0.00,0.00,0.00
2021/6/16,4264.00,4239.00,4267.50,4216.25,51.25,1612367,0.00,3993.00,0.00,0.00,0.00
2021/6/17,4230.25,4238.25,4248.75,4209.00,39.75,1746318,0.00,3993.00,0.00,0.00,0.00
2021/6/18,4242.00,4179.50,4246.00,4166.75,79.25,1951342,0.00,3993.00,0.00,0.00,0.00
2021/6/21,4168.50,4239.75,4245.75,4152.75,93.00,1425623,0.00,3993.00,0.00,0.00,0.00
2021/6/22,4245.25,4262.25,4271.50,4231.75,39.75,1063749,0.00,3993.00,0.00,0.00,0.00
2021/6/23,4263.50,4257.50,4274.25,4256.50,17.75,938299,0.00,3993.00,0.00,0.00,0.00
2021/6/24,4259.75,4282.00,4289.75,4257.75,32.00,878788,0.00,3993.00,0.00,0.00,0.00
2021/6/25,4288.00,4297.25,4302.75,4279.50,23.25,906160,0.00,3993.00,0.00,0.00,0.00
2021/6/28,4301.00,4306.50,4308.00,4290.25,17.75,823723,0.00,3993.00,0.00,0.00,0.00
2021/6/29,4306.50,4308.00,4317.00,4297.75,19.25,741471,0.00,3993.00,0.00,0.00,0.00
2021/6/30,4310.75,4314.50,4320.25,4295.25,25.00,1100062,0.00,3993.00,0.00,0.00,0.00
2021/7/1,4320.25,4336.75,4338.00,4312.00,26.00,985190,0.00,3993.00,0.00,0.00,0.00
2021/7/2,4335.75,4368.75,4373.00,4334.00,39.00,999780,0.00,3993.00,0.00,0.00,0.00
2021/7/6,4367.00,4360.00,4374.00,4331.25,42.75,1368133,0.00,3993.00,0.00,0.00,0.00
2021/7/7,4354.00,4375.75,4379.25,4346.25,33.00,1221078,0.00,3993.00,0.00,0.00,0.00
2021/7/8,4378.25,4339.00,4378.25,4305.25,73.00,1991636,0.00,3993.00,0.00,0.00,0.00
2021/7/9,4336.25,4386.00,4390.00,4319.25,70.75,1311506,0.00,3993.00,0.00,0.00,0.00
2021/7/12,4388.00,4402.50,4405.25,4367.75,37.50,1055739,0.00,3993.00,0.00,0.00,0.00
2021/7/13,4403.00,4387.25,4409.75,4382.50,27.25,1249893,0.00,3993.00,0.00,0.00,0.00
2021/7/14,4385.50,4393.75,4410.50,4376.00,34.50,1308582,0.00,3993.00,0.00,0.00,0.00
2021/7/15,4392.50,4378.00,4396.25,4358.50,37.75,1611726,0.00,3993.00,0.00,0.00,0.00
2021/7/16,4373.75,4344.50,4394.00,4340.25,53.75,1636065,0.00,3993.00,0.00,0.00,0.00
2021/7/19,4346.00,4277.25,4346.75,4250.00,96.75,2599774,0.00,3993.00,0.00,0.00,0.00
2021/7/20,4288.75,4341.50,4355.00,4278.75,76.25,1844380,0.00,3993.00,0.00,0.00,0.00
2021/7/21,4344.75,4376.50,4381.25,4336.00,45.25,1191429,0.00,3993.00,0.00,0.00,0.00
2021/7/22,4381.00,4385.50,4397.50,4367.50,30.00,981969,0.00,3993.00,0.00,0.00,0.00
2021/7/23,4397.50,4429.00,4434.25,4393.25,41.00,1173337,0.00,3993.00,0.00,0.00,0.00
2021/7/26,4426.50,4440.25,4442.75,4401.50,41.25,938628,0.00,3993.00,0.00,0.00,0.00
2021/7/27,4441.75,4420.50,4442.00,4390.75,51.25,1575473,0.00,3993.00,0.00,0.00,0.00
2021/7/28,4406.00,4419.75,4433.75,4403.50,30.25,1221313,0.00,3993.00,0.00,0.00,0.00
2021/7/29,4419.75,4437.75,4448.50,4406.50,42.00,1009496,0.00,3993.00,0.00,0.00,0.00
2021/7/30,4420.25,4415.50,4431.00,4396.75,34.25,1376982,0.00,3993.00,0.00,0.00,0.00
2021/8/2,4422.50,4405.75,4445.75,4403.25,42.50,1193301,0.00,3993.00,0.00,0.00,0.00
2021/8/3,4409.75,4441.00,4443.00,4391.25,51.75,1296856,0.00,3993.00,0.00,0.00,0.00
2021/8/4,4435.75,4420.75,4441.00,4417.25,23.75,1047251,0.00,3993.00,0.00,0.00,0.00
2021/8/5,4422.25,4447.50,4448.75,4419.75,29.00,763343,0.00,3993.00,0.00,0.00,0.00
2021/8/6,4446.25,4455.50,4459.25,4442.00,17.25,951045,0.00,3993.00,0.00,0.00,0.00
2021/8/9,4454.00,4451.75,4458.00,4438.25,19.75,789726,0.00,3993.00,0.00,0.00,0.00
2021/8/10,4453.25,4456.00,4464.25,4442.50,21.75,950320,0.00,3993.00,0.00,0.00,0.00
2021/8/11,4455.25,4466.50,4469.25,4446.75,22.50,1001054,0.00,3993.00,0.00,0.00,0.00
2021/8/12,4466.00,4480.50,4482.25,4456.25,26.00,850527,0.00,3993.00,0.00,0.00,0.00
2021/8/13,4481.75,4488.50,4489.25,4477.00,12.25,789104,0.00,3993.00,0.00,0.00,0.00
2021/8/16,4482.25,4500.00,4502.50,4458.50,44.00,1239520,0.00,3993.00,0.00,0.00,0.00
2021/8/17,4498.00,4469.50,4498.25,4437.75,60.50,1789568,0.00,3993.00,0.00,0.00,0.00
2021/8/18,4462.75,4420.50,4475.75,4407.50,68.25,1546011,0.00,3993.00,0.00,0.00,0.00
2021/8/19,4415.75,4427.50,4440.75,4373.75,67.00,1924058,0.00,3993.00,0.00,0.00,0.00
2021/8/20,4429.75,4463.00,4466.50,4397.75,68.75,1328852,0.00,3993.00,0.00,0.00,0.00
2021/8/23,4461.00,4501.50,4511.75,4459.50,52.25,997026,0.00,3993.00,0.00,0.00,0.00
2021/8/24,4507.00,4508.50,4518.00,4502.75,15.25,787503,0.00,3993.00,0.00,0.00,0.00
2021/8/25,4509.50,4519.00,4524.00,4502.25,21.75,801106,0.00,3993.00,0.00,0.00,0.00
2021/8/26,4519.75,4492.50,4520.25,4491.00,29.25,1306718,0.00,3993.00,0.00,0.00,0.00
2021/8/27,4496.00,4531.50,4536.00,4488.25,47.75,1216414,0.00,3993.00,0.00,0.00,0.00
2021/8/30,4534.75,4551.25,4560.50,4526.75,33.75,975807,0.00,3993.00,0.00,0.00,0.00
2021/8/31,4555.50,4546.50,4568.25,4538.50,29.75,1378199,0.00,3993.00,0.00,0.00,0.00
2021/9/1,4553.75,4547.25,4566.00,4545.25,20.75,1061414,0.00,3993.00,0.00,0.00,0.00
2021/9/2,4548.50,4561.25,4570.00,4542.00,28.00,1016806,0.00,3993.00,0.00,0.00,0.00
2021/9/3,4562.75,4560.50,4575.50,4545.25,30.25,1156146,0.00,3993.00,0.00,0.00,0.00
2021/9/7,4559.00,4545.25,4574.00,4536.75,37.25,1277938,0.00,3993.00,0.00,0.00,0.00
2021/9/8,4543.50,4538.50,4550.75,4518.00,32.75,1606757,0.00,3993.00,0.00,0.00,0.00
2021/9/9,4537.00,4518.25,4555.50,4511.50,44.00,1696301,0.00,3993.00,0.00,0.00,0.00
2021/9/10,4517.25,4484.25,4544.50,4482.50,62.00,1855184,0.00,3993.00,0.00,0.00,0.00
2021/9/13,4487.00,4494.75,4518.75,4469.75,49.00,2427929,0.00,3993.00,0.00,0.00,0.00
2021/9/14,4501.00,4470.00,4514.75,4460.50,54.25,2152610,0.00,3993.00,0.00,0.00,0.00
2021/9/15,4472.25,4507.25,4513.00,4462.75,50.25,1640051,0.00,3993.00,0.00,0.00,0.00
2021/9/16,4511.25,4499.50,4513.75,4468.50,45.25,1489822,0.00,3993.00,0.00,0.00,0.00
2021/9/17,4494.50,4457.00,4507.75,4441.75,66.00,1968041,0.00,3993.00,0.00,0.00,0.00
2021/9/20,4447.00,4383.50,4453.25,4329.00,124.25,2711340,0.00,3993.00,0.00,0.00,0.00
2021/9/21,4377.75,4378.50,4431.00,4364.50,66.50,1941006,0.00,3993.00,0.00,0.00,0.00
2021/9/22,4371.75,4419.25,4441.75,4356.50,85.25,1767853,0.00,3993.00,0.00,0.00,0.00
2021/9/23,4421.25,4473.25,4490.25,4421.00,69.25,1447395,0.00,3993.00,0.00,0.00,0.00
2021/9/24,4474.25,4481.00,4488.25,4446.00,42.25,1182037,0.00,3993.00,0.00,0.00,0.00
2021/9/27,4481.25,4468.25,4507.25,4460.25,47.00,1306188,0.00,3993.00,0.00,0.00,0.00
2021/9/28,4465.00,4378.75,4477.25,4370.00,107.25,2307037,0.00,3993.00,0.00,0.00,0.00
2021/9/29,4382.75,4385.00,4414.00,4379.50,34.50,1815726,0.00,3993.00,0.00,0.00,0.00
2021/9/30,4395.25,4333.00,4424.25,4329.50,94.75,2373423,0.00,3993.00,0.00,0.00,0.00
2021/10/1,4336.25,4379.00,4401.00,4295.25,105.75,2269695,0.00,3993.00,0.00,0.00,0.00
2021/10/4,4384.25,4326.50,4397.25,4302.75,94.50,2135338,0.00,3993.00,0.00,0.00,0.00
2021/10/5,4331.00,4369.25,4395.00,4304.25,90.75,1650217,0.00,3993.00,0.00,0.00,0.00
2021/10/6,4369.25,4389.25,4392.75,4309.00,83.75,2202805,0.00,3993.00,0.00,0.00,0.00
2021/10/7,4390.50,4425.25,4456.75,4390.25,66.50,1406808,0.00,3993.00,0.00,0.00,0.00
2021/10/8,4425.75,4417.50,4443.00,4411.50,31.50,1428160,0.00,3993.00,0.00,0.00,0.00
2021/10/11,4416.25,4386.25,4442.75,4379.25,63.50,1245705,0.00,3993.00,0.00,0.00,0.00
2021/10/12,4383.00,4376.00,4400.25,4352.50,47.75,1295686,0.00,3993.00,0.00,0.00,0.00
2021/10/13,4362.75,4390.25,4400.00,4354.00,46.00,1372482,0.00,3993.00,0.00,0.00,0.00
2021/10/14,4390.00,4464.25,4472.50,4389.25,83.25,1264458,0.00,3993.00,0.00,0.00,0.00
2021/10/15,4468.25,4497.75,4502.75,4461.50,41.25,1185108,0.00,3993.00,0.00,0.00,0.00
2021/10/18,4500.75,4512.75,4515.00,4471.50,43.50,1095216,0.00,3993.00,0.00,0.00,0.00
2021/10/19,4511.00,4546.50,4552.75,4507.00,45.75,1018177,0.00,3993.00,0.00,0.00,0.00
2021/10/20,4551.25,4563.25,4567.50,4539.25,28.25,1006857,0.00,3993.00,0.00,0.00,0.00
2021/10/21,4560.25,4577.00,4578.50,4545.50,33.00,938565,0.00,3993.00,0.00,0.00,0.00
2021/10/22,4565.25,4571.75,4586.75,4550.50,36.25,1315668,0.00,3993.00,0.00,0.00,0.00
2021/10/25,4564.00,4593.25,4601.50,4557.75,43.75,1031431,0.00,3993.00,0.00,0.00,0.00
2021/10/26,4600.00,4600.50,4625.25,4596.00,29.25,1257346,0.00,3993.00,0.00,0.00,0.00
2021/10/27,4599.00,4579.75,4612.00,4579.00,33.00,1263181,0.00,3993.00,0.00,0.00,0.00
2021/10/28,4584.00,4622.75,4625.00,4580.50,44.50,1195785,0.00,3993.00,0.00,0.00,0.00
2021/10/29,4612.25,4632.25,4638.75,4594.50,44.25,1418280,0.00,3993.00,0.00,0.00,0.00
2021/11/1,4643.25,4641.00,4654.75,4621.75,33.00,1071118,0.00,3993.00,0.00,0.00,0.00
2021/11/2,4641.00,4658.75,4662.25,4628.50,33.75,980833,0.00,3993.00,0.00,0.00,0.00
2021/11/3,4656.50,4687.50,4692.25,4648.25,44.00,1074650,0.00,3993.00,0.00,0.00,0.00
2021/11/4,4686.75,4708.50,4711.50,4686.00,25.50,1169886,0.00,3993.00,0.00,0.00,0.00
2021/11/5,4707.00,4725.50,4747.00,4702.75,44.25,1459142,0.00,3993.00,0.00,0.00,0.00
2021/11/8,4713.75,4729.25,4742.25,4711.50,30.75,1000404,0.00,3993.00,0.00,0.00,0.00
2021/11/9,4726.00,4713.50,4735.75,4698.50,37.25,1289857,0.00,3993.00,0.00,0.00,0.00
2021/11/10,4710.00,4677.25,4715.50,4660.50,55.00,1639098,0.00,3993.00,0.00,0.00,0.00
2021/11/11,4680.25,4678.25,4696.75,4673.25,23.50,936857,0.00,3993.00,0.00,0.00,0.00
2021/11/12,4682.25,4713.50,4720.75,4679.00,41.75,1155591,0.00,3993.00,0.00,0.00,0.00
2021/11/15,4720.00,4714.25,4732.75,4702.25,30.50,1047123,0.00,3993.00,0.00,0.00,0.00
2021/11/16,4716.00,4731.25,4745.00,4706.00,39.00,1043587,0.00,3993.00,0.00,0.00,0.00
2021/11/17,4731.75,4721.50,4736.25,4714.50,21.75,1056696,0.00,3993.00,0.00,0.00,0.00
2021/11/18,4720.50,4736.75,4741.75,4703.25,38.50,1168195,0.00,3993.00,0.00,0.00,0.00
2021/11/19,4740.50,4729.75,4758.75,4719.50,39.25,1344893,0.00,3993.00,0.00,0.00,0.00
2021/11/22,4736.25,4715.00,4775.75,4709.50,66.25,1685386,0.00,3993.00,0.00,0.00,0.00
2021/11/23,4721.25,4723.75,4730.75,4684.25,46.50,1872492,0.00,3993.00,0.00,0.00,0.00
2021/11/24,4721.50,4734.25,4737.50,4691.50,46.00,1408571,0.00,3993.00,0.00,0.00,0.00
2021/11/26,4735.75,4631.00,4752.25,4612.50,139.75,2068167,0.00,3993.00,0.00,0.00,0.00
2021/11/29,4624.25,4686.25,4705.00,4624.00,81.00,2014967,0.00,3993.00,0.00,0.00,0.00
2021/11/30,4692.50,4601.50,4702.75,4592.25,110.50,2845560,0.00,3993.00,0.00,0.00,0.00
2021/12/1,4622.75,4543.75,4686.00,4533.00,153.00,2670344,0.00,3993.00,0.00,0.00,0.00
2021/12/2,4550.00,4611.00,4629.00,4540.75,88.25,2587324,0.00,3993.00,0.00,0.00,0.00
2021/12/3,4622.50,4572.75,4641.75,4527.25,114.50,2747667,0.00,3993.00,0.00,0.00,0.00
2021/12/6,4577.50,4625.25,4647.00,4566.75,80.25,2031995,0.00,3993.00,0.00,0.00,0.00
2021/12/7,4629.50,4720.25,4732.50,4622.50,110.00,1771947,0.00,3993.00,0.00,0.00,0.00
2021/12/8,4730.50,4734.25,4747.25,4707.00,40.25,1418355,0.00,3993.00,0.00,0.00,0.00
2021/12/9,4732.50,4702.25,4741.25,4697.50,43.75,1593325,0.00,3993.00,0.00,0.00,0.00
2021/12/10,4704.75,4746.00,4747.75,4699.50,48.25,1667872,0.00,3993.00,0.00,0.00,0.00
2021/12/13,4747.00,4702.00,4765.75,4698.00,67.75,2350983,0.00,3993.00,0.00,0.00,0.00
2021/12/14,4705.50,4670.50,4719.25,4638.75,80.50,2297097,0.00,3993.00,0.00,0.00,0.00
2021/12/15,4671.50,4743.00,4748.25,4644.50,103.75,2096181,0.00,3993.00,0.00,0.00,0.00
2021/12/16,4745.25,4701.75,4785.75,4684.50,101.25,2151049,0.00,3993.00,0.00,0.00,0.00
2021/12/17,4706.50,4652.50,4710.50,4632.50,78.00,2472118,0.00,3993.00,0.00,0.00,0.00
2021/12/20,4654.50,4601.00,4664.00,4562.75,101.25,2097624,0.00,3993.00,0.00,0.00,0.00
2021/12/21,4610.25,4683.25,4685.50,4608.25,77.25,1493880,0.00,3993.00,0.00,0.00,0.00
2021/12/22,4684.25,4728.50,4733.00,4664.75,68.25,1104688,0.00,3993.00,0.00,0.00,0.00
2021/12/23,4731.50,4758.25,4773.75,4726.75,47.00,978022,0.00,3993.00,0.00,0.00,0.00
2021/12/27,4759.50,4824.75,4826.75,4755.75,71.00,898698,0.00,3993.00,0.00,0.00,0.00
2021/12/28,4823.00,4821.00,4840.50,4813.00,27.50,954520,0.00,3993.00,0.00,0.00,0.00
2021/12/29,4823.50,4827.00,4838.50,4812.50,26.00,876030,0.00,3993.00,0.00,0.00,0.00
2021/12/30,4827.25,4814.75,4842.25,4809.75,32.50,753935,0.00,3993.00,0.00,0.00,0.00
2021/12/31,4816.25,4801.00,4821.00,4793.00,28.00,954083,0.00,3993.00,0.00,0.00,0.00
2022/1/3,4813.50,4828.50,4833.75,4790.00,43.75,1322362,0.00,3993.00,0.00,0.00,0.00
2022/1/4,4827.75,4826.75,4850.75,4807.00,43.75,1392809,0.00,3993.00,0.00,0.00,0.00
2022/1/5,4826.00,4735.00,4830.75,4732.00,98.75,1856376,0.00,3993.00,0.00,0.00,0.00
2022/1/6,4734.50,4730.00,4758.25,4704.50,53.75,1862918,0.00,3993.00,0.00,0.00,0.00
2022/1/7,4737.50,4710.25,4748.25,4696.25,52.00,1618440,0.00,3993.00,0.00,0.00,0.00
2022/1/10,4713.75,4704.75,4724.25,4615.25,109.00,2231980,0.00,3993.00,0.00,0.00,0.00
2022/1/11,4706.00,4747.50,4750.00,4669.75,80.25,1729004,0.00,3993.00,0.00,0.00,0.00
2022/1/12,4746.50,4758.75,4782.00,4737.50,44.50,1583216,0.00,3993.00,0.00,0.00,0.00
2022/1/13,4761.75,4694.50,4778.75,4685.00,93.75,1824612,0.00,3993.00,0.00,0.00,0.00
2022/1/14,4697.50,4697.25,4709.50,4648.50,61.00,2010610,0.00,3993.00,0.00,0.00,0.00
2022/1/18,4708.50,4613.75,4714.25,4602.50,111.75,2268240,0.00,3993.00,0.00,0.00,0.00
2022/1/19,4620.25,4566.75,4645.50,4559.75,85.75,2001348,0.00,3993.00,0.00,0.00,0.00
2022/1/20,4568.50,4517.25,4636.75,4480.25,156.50,2040704,0.00,3993.00,0.00,0.00,0.00
2022/1/21,4496.75,4432.50,4529.50,4423.75,105.75,3012106,0.00,3993.00,0.00,0.00,0.00
2022/1/24,4431.50,4446.25,4470.00,4255.25,214.75,3846785,0.00,3993.00,0.00,0.00,0.00
2022/1/25,4445.25,4391.50,4449.25,4319.00,130.25,2483392,0.00,3993.00,0.00,0.00,0.00
2022/1/26,4351.25,4384.00,4488.75,4336.75,152.00,2423103,0.00,3993.00,0.00,0.00,0.00
2022/1/27,4387.75,4360.25,4464.50,4305.75,158.75,2295458,0.00,3993.00,0.00,0.00,0.00
2022/1/28,4390.50,4465.75,4468.50,4308.75,159.75,2251268,0.00,3993.00,0.00,0.00,0.00
2022/1/31,4466.00,4546.75,4550.25,4438.00,112.25,1846145,0.00,3993.00,0.00,0.00,0.00
2022/2/1,4535.75,4577.50,4597.25,4516.50,80.75,1618163,0.00,3993.00,0.00,0.00,0.00
2022/2/2,4594.50,4619.75,4628.50,4577.75,50.75,1624220,0.00,3993.00,0.00,0.00,0.00
2022/2/3,4588.25,4511.50,4590.75,4504.50,86.25,1800714,0.00,3993.00,0.00,0.00,0.00
2022/2/4,4560.50,4535.00,4575.00,4481.00,94.00,1957881,0.00,3993.00,0.00,0.00,0.00
2022/2/7,4539.50,4518.25,4557.00,4505.25,51.75,1495143,0.00,3993.00,0.00,0.00,0.00
2022/2/8,4526.50,4555.00,4566.25,4498.75,67.50,1459766,0.00,3993.00,0.00,0.00,0.00
2022/2/9,4561.50,4620.25,4627.50,4559.75,67.75,1383317,0.00,3993.00,0.00,0.00,0.00
2022/2/10,4624.75,4540.00,4626.25,4518.50,107.75,2403026,0.00,3993.00,0.00,0.00,0.00
2022/2/11,4537.00,4452.00,4563.00,4435.75,127.25,2479025,0.00,3993.00,0.00,0.00,0.00
