Date,Time,Last,High,Low,Volume,# of Trades,Bid Volume,Ask Volume,Delta,GLOBEX VWAP,IB High Ext 1,IB High,IB Mid,IB High Ext 3,IB High Ext 2,IB Low Ext 1,IB Low Ext 2,US POC,US VWAP,ON POC,GLOBEX VWAP
2023/2/9,18:25:00.0,4096.00,4097.25,4095.50,730,527,440,290,Delta,4095.36,0,0,0,0,0,0,0,0.00,0.00,4072.50,4095.36
2023/2/9,18:30:00.0,4093.50,4096.25,4093.00,1038,821,671,367,Delta,4095.27,0,0,0,0,0,0,0,0.00,0.00,4072.50,4095.27
2023/2/9,18:35:00.0,4095.00,4095.00,4092.25,932,719,446,486,Delta,4095.25,0,0,0,0,0,0,0,0.00,0.00,4072.50,4095.25
2023/2/9,18:40:00.0,4094.50,4095.25,4094.25,569,477,282,287,Delta,4095.23,0,0,0,0,0,0,0,0.00,0.00,4072.50,4095.23
2023/2/9,18:45:00.0,4095.00,4095.25,4092.75,731,590,333,398,Delta,4095.23,0,0,0,0,0,0,0,0.00,0.00,4072.50,4095.23
2023/2/9,18:50:00.0,4093.50,4095.00,4092.75,583,440,293,290,Delta,4095.18,0,0,0,0,0,0,0,0.00,0.00,4072.50,4095.18
2023/2/9,18:55:00.0,4094.00,4094.75,4092.50,1018,660,356,662,Delta,4095.13,0,0,0,0,0,0,0,0.00,0.00,4072.50,4095.13
2023/2/9,19:00:00.0,4092.00,4094.75,4090.75,1571,1177,824,747,Delta,4094.94,0,0,0,0,0,0,0,0.00,0.00,4072.50,4094.94
2023/2/9,19:05:00.0,4092.75,4093.50,4091.00,629,496,277,352,Delta,4094.89,0,0,0,0,0,0,0,0.00,0.00,4072.50,4094.89
2023/2/9,19:10:00.0,4093.00,4093.50,4092.00,471,375,221,250,Delta,4094.86,0,0,0,0,0,0,0,0.00,0.00,4072.50,4094.86
2023/2/9,19:15:00.0,4089.75,4093.00,4089.50,1472,1123,968,504,Delta,4094.59,0,0,0,0,0,0,0,0.00,0.00,4072.50,4094.59
2023/2/9,19:20:00.0,4090.50,4091.00,4089.00,886,661,380,506,Delta,4094.47,0,0,0,0,0,0,0,0.00,0.00,4072.50,4094.47
2023/2/9,19:25:00.0,4087.25,4090.75,4087.25,1438,1031,980,458,Delta,4094.13,0,0,0,0,0,0,0,0.00,0.00,4072.50,4094.13
2023/2/9,19:30:00.0,4089.00,4089.50,4087.50,917,742,464,453,Delta,4093.98,0,0,0,0,0,0,0,0.00,0.00,4072.50,4093.98
2023/2/9,19:35:00.0,4090.25,4090.75,4089.00,575,448,228,347,Delta,4093.92,0,0,0,0,0,0,0,0.00,0.00,4072.50,4093.92
2023/2/9,19:40:00.0,4090.75,4091.00,4090.00,377,324,150,227,Delta,4093.88,0,0,0,0,0,0,0,0.00,0.00,4072.50,4093.88
2023/2/9,19:45:00.0,4090.75,4091.25,4089.50,645,483,305,340,Delta,4093.82,0,0,0,0,0,0,0,0.00,0.00,4072.50,4093.82
2023/2/9,19:50:00.0,4090.25,4091.00,4090.00,466,396,252,214,Delta,4093.77,0,0,0,0,0,0,0,0.00,0.00,4072.50,4093.77
2023/2/9,19:55:00.0,4090.25,4090.50,4089.50,601,463,325,276,Delta,4093.71,0,0,0,0,0,0,0,0.00,0.00,4072.50,4093.71
2023/2/9,20:00:00.0,4090.25,4091.00,4089.75,543,473,287,256,Delta,4093.65,0,0,0,0,0,0,0,0.00,0.00,4072.50,4093.65
2023/2/9,20:05:00.0,4090.75,4091.25,4089.75,570,504,266,304,Delta,4093.61,0,0,0,0,0,0,0,0.00,0.00,4072.50,4093.61
2023/2/9,20:10:00.0,4091.00,4091.50,4090.00,520,394,278,242,Delta,4093.57,0,0,0,0,0,0,0,0.00,0.00,4072.50,4093.57
2023/2/9,20:15:00.0,4091.75,4092.25,4090.75,659,530,314,345,Delta,4093.54,0,0,0,0,0,0,0,0.00,0.00,4072.50,4093.54
2023/2/9,20:20:00.0,4093.25,4093.50,4091.75,769,544,326,443,Delta,4093.53,0,0,0,0,0,0,0,0.00,0.00,4072.50,4093.53
2023/2/9,20:25:00.0,4093.25,4093.50,4092.75,553,437,252,301,Delta,4093.53,0,0,0,0,0,0,0,0.00,0.00,4072.50,4093.53
2023/2/9,20:30:00.0,4091.25,4093.25,4090.75,892,742,497,395,Delta,4093.48,0,0,0,0,0,0,0,0.00,0.00,4072.50,4093.48
2023/2/9,20:35:00.0,4090.75,4091.75,4090.50,726,556,289,437,Delta,4093.43,0,0,0,0,0,0,0,0.00,0.00,4072.50,4093.43
2023/2/9,20:40:00.0,4092.50,4092.75,4090.25,548,447,228,320,Delta,4093.41,0,0,0,0,0,0,0,0.00,0.00,4072.50,4093.41
2023/2/9,20:45:00.0,4093.25,4093.75,4091.75,609,470,227,382,Delta,4093.41,0,0,0,0,0,0,0,0.00,0.00,4072.50,4093.41
2023/2/9,20:50:00.0,4092.75,4093.75,4092.50,591,482,310,281,Delta,4093.40,0,0,0,0,0,0,0,0.00,0.00,4072.50,4093.40
2023/2/9,20:55:00.0,4093.00,4093.25,4091.75,460,369,263,197,Delta,4093.40,0,0,0,0,0,0,0,0.00,0.00,4072.50,4093.40
2023/2/9,21:00:00.0,4092.00,4093.50,4091.75,604,432,383,221,Delta,4093.38,0,0,0,0,0,0,0,0.00,0.00,4072.50,4093.38
2023/2/9,21:05:00.0,4089.75,4092.50,4089.00,1234,934,777,457,Delta,4093.27,0,0,0,0,0,0,0,0.00,0.00,4072.50,4093.27
2023/2/9,21:10:00.0,4090.75,4091.50,4089.50,757,550,376,381,Delta,4093.23,0,0,0,0,0,0,0,0.00,0.00,4072.50,4093.23
2023/2/9,21:15:00.0,4091.50,4092.00,4090.75,420,341,200,220,Delta,4093.21,0,0,0,0,0,0,0,0.00,0.00,4072.50,4093.21
2023/2/9,21:20:00.0,4091.50,4091.75,4091.00,193,169,100,93,Delta,4093.21,0,0,0,0,0,0,0,0.00,0.00,4072.50,4093.21
2023/2/9,21:25:00.0,4091.25,4091.50,4090.50,211,185,127,84,Delta,4093.20,0,0,0,0,0,0,0,0.00,0.00,4072.50,4093.20
2023/2/9,21:30:00.0,4091.50,4091.75,4090.75,248,204,108,140,Delta,4093.19,0,0,0,0,0,0,0,0.00,0.00,4072.50,4093.19
2023/2/9,21:35:00.0,4091.50,4091.75,4090.75,226,181,127,99,Delta,4093.18,0,0,0,0,0,0,0,0.00,0.00,4072.50,4093.18
2023/2/9,21:40:00.0,4091.25,4091.75,4091.00,238,201,141,97,Delta,4093.17,0,0,0,0,0,0,0,0.00,0.00,4072.50,4093.17
2023/2/9,21:45:00.0,4089.50,4091.00,4089.25,386,319,269,117,Delta,4093.14,0,0,0,0,0,0,0,0.00,0.00,4072.50,4093.14
2023/2/9,21:50:00.0,4088.50,4089.75,4088.50,559,437,389,170,Delta,4093.08,0,0,0,0,0,0,0,0.00,0.00,4072.50,4093.08
2023/2/9,21:55:00.0,4087.25,4088.50,4087.25,711,541,448,263,Delta,4093.00,0,0,0,0,0,0,0,0.00,0.00,4072.50,4093.00
2023/2/9,22:00:00.0,4085.25,4087.50,4084.25,2142,1417,1365,777,Delta,4092.66,0,0,0,0,0,0,0,0.00,0.00,4072.50,4092.66
2023/2/9,22:05:00.0,4084.25,4085.75,4084.25,959,704,470,489,Delta,4092.50,0,0,0,0,0,0,0,0.00,0.00,4072.50,4092.50
2023/2/9,22:10:00.0,4084.50,4085.00,4083.50,721,594,416,305,Delta,4092.39,0,0,0,0,0,0,0,0.00,0.00,4072.50,4092.39
2023/2/9,22:15:00.0,4083.75,4085.25,4083.50,519,394,278,241,Delta,4092.30,0,0,0,0,0,0,0,0.00,0.00,4072.50,4092.30
2023/2/9,22:20:00.0,4083.25,4084.00,4082.25,1049,812,540,509,Delta,4092.13,0,0,0,0,0,0,0,0.00,0.00,4072.50,4092.13
2023/2/9,22:25:00.0,4082.50,4083.50,4082.50,505,383,263,242,Delta,4092.03,0,0,0,0,0,0,0,0.00,0.00,4072.50,4092.03
2023/2/9,22:30:00.0,4083.25,4084.00,4082.50,687,478,230,457,Delta,4091.92,0,0,0,0,0,0,0,0.00,0.00,4072.50,4091.92
2023/2/9,22:35:00.0,4084.00,4085.00,4083.50,697,541,269,428,Delta,4091.82,0,0,0,0,0,0,0,0.00,0.00,4072.50,4091.82
2023/2/9,22:40:00.0,4084.75,4085.00,4083.25,432,362,184,248,Delta,4091.77,0,0,0,0,0,0,0,0.00,0.00,4072.50,4091.77
2023/2/9,22:45:00.0,4084.75,4085.00,4084.25,323,260,142,181,Delta,4091.73,0,0,0,0,0,0,0,0.00,0.00,4072.50,4091.73
2023/2/9,22:50:00.0,4085.50,4085.75,4084.75,467,366,194,273,Delta,4091.67,0,0,0,0,0,0,0,0.00,0.00,4072.50,4091.67
2023/2/9,22:55:00.0,4085.25,4085.50,4084.50,282,209,109,173,Delta,4091.64,0,0,0,0,0,0,0,0.00,0.00,4072.50,4091.64
2023/2/9,23:00:00.0,4083.00,4085.00,4081.25,1838,1238,1114,724,Delta,4091.37,0,0,0,0,0,0,0,0.00,0.00,4072.50,4091.37
2023/2/9,23:05:00.0,4083.25,4083.50,4082.50,271,215,102,169,Delta,4091.33,0,0,0,0,0,0,0,0.00,0.00,4072.50,4091.33
2023/2/9,23:10:00.0,4084.75,4084.75,4083.00,495,370,168,327,Delta,4091.28,0,0,0,0,0,0,0,0.00,0.00,4072.50,4091.28
2023/2/9,23:15:00.0,4084.75,4084.75,4084.25,213,165,127,86,Delta,4091.25,0,0,0,0,0,0,0,0.00,0.00,4072.50,4091.25
2023/2/9,23:20:00.0,4085.75,4085.75,4084.25,360,279,93,267,Delta,4091.22,0,0,0,0,0,0,0,0.00,0.00,4072.50,4091.22
2023/2/9,23:25:00.0,4085.00,4086.25,4084.75,339,274,194,145,Delta,4091.18,0,0,0,0,0,0,0,0.00,0.00,4072.50,4091.18
2023/2/9,23:30:00.0,4085.00,4085.25,4084.75,195,158,86,109,Delta,4091.16,0,0,0,0,0,0,0,0.00,0.00,4072.50,4091.16
2023/2/9,23:35:00.0,4084.75,4085.25,4084.25,138,127,78,60,Delta,4091.15,0,0,0,0,0,0,0,0.00,0.00,4072.50,4091.15
